pokemon_id,move_id,pokemon_name,move_name
4,268,메가이상해꽃,파워휩
4,319,메가이상해꽃,달콤한향기
4,320,메가이상해꽃,애교부리기
4,364,메가이상해꽃,그래스필드
4,367,메가이상해꽃,광합성
4,373,메가이상해꽃,버티기
4,374,메가이상해꽃,겁나는얼굴
4,400,메가이상해꽃,성장
4,412,메가이상해꽃,칼춤
4,413,메가이상해꽃,도우미
4,424,메가이상해꽃,맹독
4,425,메가이상해꽃,독가루
4,432,메가이상해꽃,망각술
4,439,메가이상해꽃,고민씨
4,442,메가이상해꽃,쾌청
4,445,메가이상해꽃,잠꼬대
4,447,메가이상해꽃,수면가루
4,448,메가이상해꽃,잠자기
4,449,메가이상해꽃,뿌리박기
4,451,메가이상해꽃,저주
4,460,메가이상해꽃,빛의장막
4,474,메가이상해꽃,울부짖기
4,481,메가이상해꽃,방어
4,483,메가이상해꽃,대타출동
4,493,메가이상해꽃,씨뿌리기
4,563,메가이상해꽃,하드플랜트
4,574,메가이상해꽃,그래스슬라이더
4,576,메가이상해꽃,대지의파동
4,655,메가이상해꽃,개척하기
7,6,리자몽,코골기
7,7,리자몽,웨더볼
7,9,리자몽,에어커터
7,10,리자몽,에어슬래시
7,15,리자몽,오버히트
7,18,리자몽,화염방사
7,22,리자몽,기합구슬
7,28,리자몽,원시의힘
7,46,리자몽,솔라빔
7,48,리자몽,불대문자
7,64,리자몽,열풍
7,69,리자몽,파괴광선
7,87,리자몽,폭풍
7,88,리자몽,회오리불꽃
7,112,리자몽,용의파동
7,113,리자몽,돌림노래
7,115,리자몽,연옥
7,119,리자몽,아이언테일
7,124,리자몽,애크러뱃
7,126,리자몽,구멍파기
7,134,리자몽,스톤샤워
7,141,리자몽,카운터
7,145,리자몽,깨물어부수기
7,146,리자몽,물기
7,148,리자몽,번개펀치
7,150,리자몽,객기
7,151,리자몽,깨트리기
7,152,리자몽,암석봉인
7,154,리자몽,힘껏펀치
7,156,리자몽,기가임팩트
7,164,리자몽,역린
7,181,리자몽,지진
7,186,리자몽,땅고르기
7,191,리자몽,섀도클로
7,198,리자몽,이판사판태클
7,205,리자몽,공중날기
7,226,리자몽,제비반환
7,241,리자몽,드래곤클로
7,242,리자몽,드래곤다이브
7,243,리자몽,드래곤테일
7,251,리자몽,내던지기
7,253,리자몽,니트로차지
7,256,리자몽,누르기
7,258,리자몽,강철날개
7,269,리자몽,히트스탬프
7,274,리자몽,집단구타
7,277,리자몽,플레어드라이브
7,282,리자몽,세차게휘두르기
7,288,리자몽,불꽃엄니
7,289,리자몽,불꽃펀치
7,299,리자몽,메가톤킥
7,347,리자몽,도깨비불
7,373,리자몽,버티기
7,374,리자몽,겁나는얼굴
7,396,리자몽,모래바람
7,412,리자몽,칼춤
7,413,리자몽,도우미
7,442,리자몽,쾌청
7,445,리자몽,잠꼬대
7,448,리자몽,잠자기
7,453,리자몽,날개쉬기
7,455,리자몽,배북
7,474,리자몽,울부짖기
7,481,리자몽,방어
7,483,리자몽,대타출동
7,497,리자몽,용의춤
7,528,리자몽,와이드브레이커
7,564,리자몽,블라스트번
7,570,리자몽,스케일샷
7,586,리자몽,열사의대지
7,739,리자몽,드래곤옐
7,741,리자몽,열불내기
8,6,메가리자몽X,코골기
8,7,메가리자몽X,웨더볼
8,9,메가리자몽X,에어커터
8,10,메가리자몽X,에어슬래시
8,15,메가리자몽X,오버히트
8,18,메가리자몽X,화염방사
8,22,메가리자몽X,기합구슬
8,28,메가리자몽X,원시의힘
8,46,메가리자몽X,솔라빔
8,48,메가리자몽X,불대문자
8,64,메가리자몽X,열풍
8,69,메가리자몽X,파괴광선
8,87,메가리자몽X,폭풍
8,88,메가리자몽X,회오리불꽃
8,112,메가리자몽X,용의파동
8,113,메가리자몽X,돌림노래
8,115,메가리자몽X,연옥
8,119,메가리자몽X,아이언테일
8,124,메가리자몽X,애크러뱃
8,126,메가리자몽X,구멍파기
8,134,메가리자몽X,스톤샤워
8,141,메가리자몽X,카운터
8,145,메가리자몽X,깨물어부수기
8,146,메가리자몽X,물기
8,148,메가리자몽X,번개펀치
8,150,메가리자몽X,객기
8,151,메가리자몽X,깨트리기
8,152,메가리자몽X,암석봉인
8,154,메가리자몽X,힘껏펀치
8,156,메가리자몽X,기가임팩트
8,164,메가리자몽X,역린
8,181,메가리자몽X,지진
8,186,메가리자몽X,땅고르기
8,191,메가리자몽X,섀도클로
8,198,메가리자몽X,이판사판태클
8,205,메가리자몽X,공중날기
8,226,메가리자몽X,제비반환
8,241,메가리자몽X,드래곤클로
8,242,메가리자몽X,드래곤다이브
8,243,메가리자몽X,드래곤테일
8,251,메가리자몽X,내던지기
8,253,메가리자몽X,니트로차지
8,256,메가리자몽X,누르기
8,258,메가리자몽X,강철날개
8,269,메가리자몽X,히트스탬프
8,274,메가리자몽X,집단구타
8,277,메가리자몽X,플레어드라이브
8,282,메가리자몽X,세차게휘두르기
8,288,메가리자몽X,불꽃엄니
8,289,메가리자몽X,불꽃펀치
8,299,메가리자몽X,메가톤킥
8,347,메가리자몽X,도깨비불
8,373,메가리자몽X,버티기
8,374,메가리자몽X,겁나는얼굴
8,396,메가리자몽X,모래바람
8,412,메가리자몽X,칼춤
8,413,메가리자몽X,도우미
8,442,메가리자몽X,쾌청
8,445,메가리자몽X,잠꼬대
8,448,메가리자몽X,잠자기
8,453,메가리자몽X,날개쉬기
8,455,메가리자몽X,배북
8,474,메가리자몽X,울부짖기
8,481,메가리자몽X,방어
8,483,메가리자몽X,대타출동
8,497,메가리자몽X,용의춤
8,528,메가리자몽X,와이드브레이커
8,564,메가리자몽X,블라스트번
8,570,메가리자몽X,스케일샷
8,586,메가리자몽X,열사의대지
8,739,메가리자몽X,드래곤옐
8,741,메가리자몽X,열불내기
9,6,메가리자몽Y,코골기
9,7,메가리자몽Y,웨더볼
9,9,메가리자몽Y,에어커터
9,10,메가리자몽Y,에어슬래시
9,15,메가리자몽Y,오버히트
9,18,메가리자몽Y,화염방사
9,22,메가리자몽Y,기합구슬
9,28,메가리자몽Y,원시의힘
9,46,메가리자몽Y,솔라빔
9,48,메가리자몽Y,불대문자
9,64,메가리자몽Y,열풍
9,69,메가리자몽Y,파괴광선
9,87,메가리자몽Y,폭풍
9,88,메가리자몽Y,회오리불꽃
9,112,메가리자몽Y,용의파동
9,113,메가리자몽Y,돌림노래
9,115,메가리자몽Y,연옥
9,119,메가리자몽Y,아이언테일
9,124,메가리자몽Y,애크러뱃
9,126,메가리자몽Y,구멍파기
9,134,메가리자몽Y,스톤샤워
9,141,메가리자몽Y,카운터
9,145,메가리자몽Y,깨물어부수기
9,146,메가리자몽Y,물기
9,148,메가리자몽Y,번개펀치
9,150,메가리자몽Y,객기
9,151,메가리자몽Y,깨트리기
9,152,메가리자몽Y,암석봉인
9,154,메가리자몽Y,힘껏펀치
9,156,메가리자몽Y,기가임팩트
9,164,메가리자몽Y,역린
9,181,메가리자몽Y,지진
9,186,메가리자몽Y,땅고르기
9,191,메가리자몽Y,섀도클로
9,198,메가리자몽Y,이판사판태클
9,205,메가리자몽Y,공중날기
9,226,메가리자몽Y,제비반환
9,241,메가리자몽Y,드래곤클로
9,242,메가리자몽Y,드래곤다이브
9,243,메가리자몽Y,드래곤테일
9,251,메가리자몽Y,내던지기
9,253,메가리자몽Y,니트로차지
9,256,메가리자몽Y,누르기
9,258,메가리자몽Y,강철날개
9,269,메가리자몽Y,히트스탬프
9,274,메가리자몽Y,집단구타
9,277,메가리자몽Y,플레어드라이브
9,282,메가리자몽Y,세차게휘두르기
9,288,메가리자몽Y,불꽃엄니
9,289,메가리자몽Y,불꽃펀치
9,299,메가리자몽Y,메가톤킥
9,347,메가리자몽Y,도깨비불
9,373,메가리자몽Y,버티기
9,374,메가리자몽Y,겁나는얼굴
9,396,메가리자몽Y,모래바람
9,412,메가리자몽Y,칼춤
9,413,메가리자몽Y,도우미
9,442,메가리자몽Y,쾌청
9,445,메가리자몽Y,잠꼬대
9,448,메가리자몽Y,잠자기
9,453,메가리자몽Y,날개쉬기
9,455,메가리자몽Y,배북
9,474,메가리자몽Y,울부짖기
9,481,메가리자몽Y,방어
9,483,메가리자몽Y,대타출동
9,497,메가리자몽Y,용의춤
9,528,메가리자몽Y,와이드브레이커
9,564,메가리자몽Y,블라스트번
9,570,메가리자몽Y,스케일샷
9,586,메가리자몽Y,열사의대지
9,739,메가리자몽Y,드래곤옐
9,741,메가리자몽Y,열불내기
12,2,거북왕,악의파동
12,6,거북왕,코골기
12,7,거북왕,웨더볼
12,8,거북왕,바다회오리
12,22,거북왕,기합구슬
12,30,거북왕,얼어붙은바람
12,36,거북왕,해수스파우팅
12,49,거북왕,탁류
12,62,거북왕,파도타기
12,67,거북왕,하이드로펌프
12,69,거북왕,파괴광선
12,72,거북왕,파동탄
12,78,거북왕,눈보라
12,93,거북왕,머드샷
12,97,거북왕,물의파동
12,98,거북왕,미러코트
12,109,거북왕,러스터캐논
12,112,거북왕,용의파동
12,113,거북왕,돌림노래
12,114,거북왕,냉동빔
12,119,거북왕,아이언테일
12,120,거북왕,아이언헤드
12,121,거북왕,아쿠아제트
12,122,거북왕,아쿠아테일
12,123,거북왕,아쿠아브레이크
12,126,거북왕,구멍파기
12,134,거북왕,스톤샤워
12,136,거북왕,떨어뜨리기
12,145,거북왕,깨물어부수기
12,146,거북왕,물기
12,150,거북왕,객기
12,151,거북왕,깨트리기
12,152,거북왕,암석봉인
12,154,거북왕,힘껏펀치
12,156,거북왕,기가임팩트
12,164,거북왕,역린
12,167,거북왕,고속스핀
12,181,거북왕,지진
12,183,거북왕,바둥바둥
12,186,거북왕,땅고르기
12,187,거북왕,사념의박치기
12,190,거북왕,자이로볼
12,198,거북왕,이판사판태클
12,208,거북왕,다이빙
12,209,거북왕,폭포오르기
12,251,거북왕,내던지기
12,254,거북왕,속이기
12,256,거북왕,누르기
12,299,거북왕,메가톤킥
12,306,거북왕,눈사태
12,309,거북왕,냉동펀치
12,315,거북왕,아쿠아링
12,316,거북왕,하품
12,321,거북왕,비바라기
12,356,거북왕,껍질깨기
12,365,거북왕,흑안개
12,373,거북왕,버티기
12,374,거북왕,겁나는얼굴
12,413,거북왕,도우미
12,414,거북왕,철벽
12,445,거북왕,잠꼬대
12,448,거북왕,잠자기
12,474,거북왕,울부짖기
12,481,거북왕,방어
12,483,거북왕,대타출동
12,512,거북왕,생명의물방울
12,535,거북왕,바디프레스
12,565,거북왕,하이드로캐논
12,576,거북왕,대지의파동
12,583,거북왕,퀵턴
12,656,거북왕,찬물끼얹기
12,662,거북왕,웨이브태클
12,700,거북왕,아이스스피너
13,2,메가거북왕,악의파동
13,6,메가거북왕,코골기
13,7,메가거북왕,웨더볼
13,8,메가거북왕,바다회오리
13,22,메가거북왕,기합구슬
13,30,메가거북왕,얼어붙은바람
13,36,메가거북왕,해수스파우팅
13,49,메가거북왕,탁류
13,62,메가거북왕,파도타기
13,67,메가거북왕,하이드로펌프
13,69,메가거북왕,파괴광선
13,72,메가거북왕,파동탄
13,78,메가거북왕,눈보라
13,93,메가거북왕,머드샷
13,97,메가거북왕,물의파동
13,98,메가거북왕,미러코트
13,109,메가거북왕,러스터캐논
13,112,메가거북왕,용의파동
13,113,메가거북왕,돌림노래
13,114,메가거북왕,냉동빔
13,119,메가거북왕,아이언테일
13,120,메가거북왕,아이언헤드
13,121,메가거북왕,아쿠아제트
13,122,메가거북왕,아쿠아테일
13,123,메가거북왕,아쿠아브레이크
13,126,메가거북왕,구멍파기
13,134,메가거북왕,스톤샤워
13,136,메가거북왕,떨어뜨리기
13,145,메가거북왕,깨물어부수기
13,146,메가거북왕,물기
13,150,메가거북왕,객기
13,151,메가거북왕,깨트리기
13,152,메가거북왕,암석봉인
13,154,메가거북왕,힘껏펀치
13,156,메가거북왕,기가임팩트
13,164,메가거북왕,역린
13,167,메가거북왕,고속스핀
13,181,메가거북왕,지진
13,183,메가거북왕,바둥바둥
13,186,메가거북왕,땅고르기
13,187,메가거북왕,사념의박치기
13,190,메가거북왕,자이로볼
13,198,메가거북왕,이판사판태클
13,208,메가거북왕,다이빙
13,209,메가거북왕,폭포오르기
13,251,메가거북왕,내던지기
13,254,메가거북왕,속이기
13,256,메가거북왕,누르기
13,299,메가거북왕,메가톤킥
13,306,메가거북왕,눈사태
13,309,메가거북왕,냉동펀치
13,315,메가거북왕,아쿠아링
13,316,메가거북왕,하품
13,321,메가거북왕,비바라기
13,356,메가거북왕,껍질깨기
13,365,메가거북왕,흑안개
13,373,메가거북왕,버티기
13,374,메가거북왕,겁나는얼굴
13,413,메가거북왕,도우미
13,414,메가거북왕,철벽
13,445,메가거북왕,잠꼬대
13,448,메가거북왕,잠자기
13,474,메가거북왕,울부짖기
13,481,메가거북왕,방어
13,483,메가거북왕,대타출동
13,512,메가거북왕,생명의물방울
13,535,메가거북왕,바디프레스
13,565,메가거북왕,하이드로캐논
13,576,메가거북왕,대지의파동
13,583,메가거북왕,퀵턴
13,656,메가거북왕,찬물끼얹기
13,662,메가거북왕,웨이브태클
13,700,메가거북왕,아이스스피너
19,6,독침붕,코골기
19,9,독침붕,에어커터
19,13,독침붕,일렉트릭네트
19,20,독침붕,꽃가루경단
19,23,독침붕,기가드레인
19,46,독침붕,솔라빔
19,69,독침붕,파괴광선
19,84,독침붕,오물폭탄
19,85,독침붕,베놈쇼크
19,101,독침붕,벌레의야단법석
19,113,독침붕,돌림노래
19,124,독침붕,애크러뱃
19,149,독침붕,죽기살기
19,150,독침붕,객기
19,151,독침붕,깨트리기
19,156,독침붕,기가임팩트
19,163,독침붕,크로스포이즌
19,179,독침붕,지옥찌르기
19,180,독침붕,시저크로스
19,185,독침붕,보복
19,198,독침붕,이판사판태클
19,214,독침붕,더블어택
19,216,독침붕,승부굳히기
19,226,독침붕,제비반환
19,231,독침붕,독찌르기
19,236,독침붕,마지막일침
19,237,독침붕,덤벼들기
19,246,독침붕,드릴라이너
19,249,독침붕,도둑질
19,250,독침붕,유턴
19,262,독침붕,탁쳐서떨구기
19,282,독침붕,세차게휘두르기
19,294,독침붕,바늘미사일
19,298,독침붕,벌레먹기
19,331,독침붕,실뿜기
19,335,독침붕,싫은소리
19,357,독침붕,기충전
19,368,독침붕,고속이동
19,373,독침붕,버티기
19,412,독침붕,칼춤
19,414,독침붕,철벽
19,424,독침붕,맹독
19,426,독침붕,독압정
19,442,독침붕,쾌청
19,445,독침붕,잠꼬대
19,448,독침붕,잠자기
19,452,독침붕,배턴터치
19,481,독침붕,방어
19,483,독침붕,대타출동
19,490,독침붕,헤롱헤롱
19,577,독침붕,엄습하는일격
19,585,독침붕,더블윙
19,654,독침붕,달려들기
20,6,메가독침붕,코골기
20,9,메가독침붕,에어커터
20,13,메가독침붕,일렉트릭네트
20,20,메가독침붕,꽃가루경단
20,23,메가독침붕,기가드레인
20,46,메가독침붕,솔라빔
20,69,메가독침붕,파괴광선
20,84,메가독침붕,오물폭탄
20,85,메가독침붕,베놈쇼크
20,101,메가독침붕,벌레의야단법석
20,113,메가독침붕,돌림노래
20,124,메가독침붕,애크러뱃
20,149,메가독침붕,죽기살기
20,150,메가독침붕,객기
20,151,메가독침붕,깨트리기
20,156,메가독침붕,기가임팩트
20,163,메가독침붕,크로스포이즌
20,179,메가독침붕,지옥찌르기
20,180,메가독침붕,시저크로스
20,185,메가독침붕,보복
20,198,메가독침붕,이판사판태클
20,214,메가독침붕,더블어택
20,216,메가독침붕,승부굳히기
20,226,메가독침붕,제비반환
20,231,메가독침붕,독찌르기
20,236,메가독침붕,마지막일침
20,237,메가독침붕,덤벼들기
20,246,메가독침붕,드릴라이너
20,249,메가독침붕,도둑질
20,250,메가독침붕,유턴
20,262,메가독침붕,탁쳐서떨구기
20,282,메가독침붕,세차게휘두르기
20,294,메가독침붕,바늘미사일
20,298,메가독침붕,벌레먹기
20,331,메가독침붕,실뿜기
20,335,메가독침붕,싫은소리
20,357,메가독침붕,기충전
20,368,메가독침붕,고속이동
20,373,메가독침붕,버티기
20,412,메가독침붕,칼춤
20,414,메가독침붕,철벽
20,424,메가독침붕,맹독
20,426,메가독침붕,독압정
20,442,메가독침붕,쾌청
20,445,메가독침붕,잠꼬대
20,448,메가독침붕,잠자기
20,452,메가독침붕,배턴터치
20,481,메가독침붕,방어
20,483,메가독침붕,대타출동
20,490,메가독침붕,헤롱헤롱
20,577,메가독침붕,엄습하는일격
20,585,메가독침붕,더블윙
20,654,메가독침붕,달려들기
23,6,피죤투,코골기
23,10,피죤투,에어슬래시
23,35,피죤투,소란피기
23,64,피죤투,열풍
23,69,피죤투,파괴광선
23,87,피죤투,폭풍
23,113,피죤투,돌림노래
23,150,피죤투,객기
23,156,피죤투,기가임팩트
23,171,피죤투,불새
23,205,피죤투,공중날기
23,226,피죤투,제비반환
23,230,피죤투,전광석화
23,249,피죤투,도둑질
23,250,피죤투,유턴
23,258,피죤투,강철날개
23,280,피죤투,브레이브버드
23,321,피죤투,비바라기
23,341,피죤투,순풍
23,368,피죤투,고속이동
23,373,피죤투,버티기
23,442,피죤투,쾌청
23,445,피죤투,잠꼬대
23,448,피죤투,잠자기
23,453,피죤투,날개쉬기
23,465,피죤투,깃털댄스
23,466,피죤투,날려버리기
23,481,피죤투,방어
23,483,피죤투,대타출동
23,490,피죤투,헤롱헤롱
23,585,피죤투,더블윙
24,6,메가피죤투,코골기
24,10,메가피죤투,에어슬래시
24,35,메가피죤투,소란피기
24,64,메가피죤투,열풍
24,69,메가피죤투,파괴광선
24,87,메가피죤투,폭풍
24,113,메가피죤투,돌림노래
24,150,메가피죤투,객기
24,156,메가피죤투,기가임팩트
24,171,메가피죤투,불새
24,205,메가피죤투,공중날기
24,226,메가피죤투,제비반환
24,230,메가피죤투,전광석화
24,249,메가피죤투,도둑질
24,250,메가피죤투,유턴
24,258,메가피죤투,강철날개
24,280,메가피죤투,브레이브버드
24,321,메가피죤투,비바라기
24,341,메가피죤투,순풍
24,368,메가피죤투,고속이동
24,373,메가피죤투,버티기
24,442,메가피죤투,쾌청
24,445,메가피죤투,잠꼬대
24,448,메가피죤투,잠자기
24,453,메가피죤투,날개쉬기
24,465,메가피죤투,깃털댄스
24,466,메가피죤투,날려버리기
24,481,메가피죤투,방어
24,483,메가피죤투,대타출동
24,490,메가피죤투,헤롱헤롱
24,585,메가피죤투,더블윙
32,2,아보크,악의파동
32,4,아보크,애시드봄
32,6,아보크,코골기
32,23,아보크,기가드레인
32,27,아보크,트림
32,60,아보크,진흙뿌리기
32,66,아보크,바크아웃
32,69,아보크,파괴광선
32,70,아보크,토해내기
32,82,아보크,오물웨이브
32,84,아보크,오물폭탄
32,85,아보크,베놈쇼크
32,93,아보크,머드샷
32,113,아보크,돌림노래
32,119,아보크,아이언테일
32,126,아보크,구멍파기
32,134,아보크,스톤샤워
32,145,아보크,깨물어부수기
32,146,아보크,물기
32,147,아보크,번개엄니
32,150,아보크,객기
32,152,아보크,암석봉인
32,156,아보크,기가임팩트
32,158,아보크,흡혈
32,169,아보크,얼음엄니
32,176,아보크,사이코팽
32,179,아보크,지옥찌르기
32,181,아보크,지진
32,184,아보크,분함의발구르기
32,185,아보크,보복
32,186,아보크,땅고르기
32,198,아보크,이판사판태클
32,210,아보크,더스트슈트
32,212,아보크,씨폭탄
32,231,아보크,독찌르기
32,232,아보크,맹독엄니
32,243,아보크,드래곤테일
32,249,아보크,도둑질
32,256,아보크,누르기
32,262,아보크,탁쳐서떨구기
32,272,아보크,기습
32,274,아보크,집단구타
32,282,아보크,세차게휘두르기
32,288,아보크,불꽃엄니
32,291,아보크,김밥말이
32,321,아보크,비바라기
32,327,아보크,위액
32,329,아보크,아픔나누기
32,335,아보크,싫은소리
32,338,아보크,원한
32,365,아보크,흑안개
32,373,아보크,버티기
32,374,아보크,겁나는얼굴
32,399,아보크,바꿔치기
32,402,아보크,비축하기
32,424,아보크,맹독
32,426,아보크,독압정
32,427,아보크,똬리틀기
32,442,아보크,쾌청
32,445,아보크,잠꼬대
32,448,아보크,잠자기
32,450,아보크,꿀꺽
32,471,아보크,뱀눈초리
32,481,아보크,방어
32,483,아보크,대타출동
32,528,아보크,와이드브레이커
32,570,아보크,스케일샷
32,577,아보크,엄습하는일격
32,579,아보크,분풀이
32,655,아보크,개척하기
33,1,피카츄,10만볼트
33,6,피카츄,코골기
33,13,피카츄,일렉트릭네트
33,14,피카츄,일렉트릭볼
33,21,피카츄,번개
33,24,피카츄,풀묶기
33,52,피카츄,차지빔
33,56,피카츄,전자포
33,59,피카츄,드레인키스
33,62,피카츄,파도타기
33,86,피카츄,방전
33,89,피카츄,볼트체인지
33,113,피카츄,돌림노래
33,119,피카츄,아이언테일
33,126,피카츄,구멍파기
33,148,피카츄,번개펀치
33,149,피카츄,죽기살기
33,150,피카츄,객기
33,151,피카츄,깨트리기
33,154,피카츄,힘껏펀치
33,157,피카츄,기사회생
33,183,피카츄,바둥바둥
33,193,피카츄,치근거리기
33,230,피카츄,전광석화
33,249,피카츄,도둑질
33,251,피카츄,내던지기
33,254,피카츄,속이기
33,256,피카츄,누르기
33,262,피카츄,탁쳐서떨구기
33,273,피카츄,페인트
33,287,피카츄,볼부비부비
33,299,피카츄,메가톤킥
33,314,피카츄,와일드볼트
33,320,피카츄,애교부리기
33,321,피카츄,비바라기
33,326,피카츄,앙코르
33,336,피카츄,거짓울음
33,339,피카츄,일렉트릭필드
33,351,피카츄,괴전파
33,352,피카츄,그림자분신
33,363,피카츄,간지르기
33,368,피카츄,고속이동
33,373,피카츄,버티기
33,387,피카츄,충전
33,413,피카츄,도우미
33,416,피카츄,천사의키스
33,417,피카츄,전기자석파
33,444,피카츄,희망사항
33,445,피카츄,잠꼬대
33,448,피카츄,잠자기
33,460,피카츄,빛의장막
33,481,피카츄,방어
33,483,피카츄,대타출동
33,496,피카츄,리플렉터
33,502,피카츄,나쁜음모
33,567,피카츄,볼트태클
33,575,피카츄,라이징볼트
33,655,피카츄,개척하기
33,740,피카츄,매혹의보이스
33,744,피카츄,기선제압
34,1,라이츄,10만볼트
34,3,라이츄,어시스트파워
34,6,라이츄,코골기
34,13,라이츄,일렉트릭네트
34,14,라이츄,일렉트릭볼
34,21,라이츄,번개
34,22,라이츄,기합구슬
34,24,라이츄,풀묶기
34,33,라이츄,사이코키네시스
34,34,라이츄,사이코쇼크
34,52,라이츄,차지빔
34,56,라이츄,전자포
34,59,라이츄,드레인키스
34,62,라이츄,파도타기
34,69,라이츄,파괴광선
34,86,라이츄,방전
34,89,라이츄,볼트체인지
34,90,라이츄,매지컬샤인
34,113,라이츄,돌림노래
34,119,라이츄,아이언테일
34,126,라이츄,구멍파기
34,148,라이츄,번개펀치
34,149,라이츄,죽기살기
34,150,라이츄,객기
34,151,라이츄,깨트리기
34,154,라이츄,힘껏펀치
34,156,라이츄,기가임팩트
34,157,라이츄,기사회생
34,183,라이츄,바둥바둥
34,193,라이츄,치근거리기
34,230,라이츄,전광석화
34,247,라이츄,드레인펀치
34,249,라이츄,도둑질
34,251,라이츄,내던지기
34,254,라이츄,속이기
34,256,라이츄,누르기
34,262,라이츄,탁쳐서떨구기
34,273,라이츄,페인트
34,282,라이츄,세차게휘두르기
34,287,라이츄,볼부비부비
34,299,라이츄,메가톤킥
34,314,라이츄,와일드볼트
34,320,라이츄,애교부리기
34,321,라이츄,비바라기
34,326,라이츄,앙코르
34,336,라이츄,거짓울음
34,339,라이츄,일렉트릭필드
34,351,라이츄,괴전파
34,352,라이츄,그림자분신
34,363,라이츄,간지르기
34,368,라이츄,고속이동
34,373,라이츄,버티기
34,376,라이츄,사이코필드
34,387,라이츄,충전
34,393,라이츄,스킬스왑
34,398,라이츄,스피드스왑
34,413,라이츄,도우미
34,416,라이츄,천사의키스
34,417,라이츄,전기자석파
34,444,라이츄,희망사항
34,445,라이츄,잠꼬대
34,448,라이츄,잠자기
34,460,라이츄,빛의장막
34,479,라이츄,매직룸
34,481,라이츄,방어
34,483,라이츄,대타출동
34,489,라이츄,명상
34,496,라이츄,리플렉터
34,502,라이츄,나쁜음모
34,567,라이츄,볼트태클
34,568,라이츄,와이드포스
34,575,라이츄,라이징볼트
34,655,라이츄,개척하기
34,740,라이츄,매혹의보이스
34,743,라이츄,사이코노이즈
34,744,라이츄,기선제압
35,1,알로라 라이츄,10만볼트
35,3,알로라 라이츄,어시스트파워
35,6,알로라 라이츄,코골기
35,13,알로라 라이츄,일렉트릭네트
35,14,알로라 라이츄,일렉트릭볼
35,21,알로라 라이츄,번개
35,22,알로라 라이츄,기합구슬
35,24,알로라 라이츄,풀묶기
35,33,알로라 라이츄,사이코키네시스
35,34,알로라 라이츄,사이코쇼크
35,52,알로라 라이츄,차지빔
35,56,알로라 라이츄,전자포
35,59,알로라 라이츄,드레인키스
